scenario_id,split,horizon_hours,scenario_seed,root_depth_mm,field_capacity,wilting_point,saturation_margin_above_fc,initial_available_water_fraction,irrigation_efficiency,drainage_coefficient,et_stress_fraction_between_wp_fc,et_multiplier,forecast_bias_fraction,forecast_noise_std_fraction,process_noise_std,sensor_noise_std,et_profile,saturation,initial_theta,et_stress_start
V2E0134,locked_evaluation,336,92021134,285.74739913,0.29365888,0.14354191,0.09267957,0.39170113,0.93945469,24.05626311,0.43400106,1.09979745,0.13752009,0.03337467,0.00017492,0.00060619,typical,0.38633846,0.20234290,0.20869283
V2E0135,locked_evaluation,336,92021135,355.13293530,0.25534601,0.12720371,0.10602859,0.51677577,0.86584726,17.49942187,0.40610738,1.15054118,0.15451020,0.05424009,0.00026778,0.00103345,hot_spell,0.36137460,0.19342455,0.17924324
V2E0136,locked_evaluation,336,92021136,359.13345173,0.29686657,0.11552014,0.12384222,0.52847328,0.73036127,25.54053467,0.42549897,1.24753255,-0.07229331,0.09152916,0.00024082,0.00060903,hot_spell,0.42070879,0.21135689,0.19268286
V2E0137,locked_evaluation,336,92021137,352.66781900,0.28286079,0.11235492,0.12889867,0.41524334,0.75197622,21.86810421,0.50587792,0.92378292,-0.11502494,0.08873254,0.00009814,0.00112146,hot_spell,0.41175945,0.18315634,0.19861007
V2E0138,locked_evaluation,336,92021138,243.75754344,0.26834821,0.10621188,0.08265560,0.63978978,0.80559277,16.82275614,0.46565273,0.82760875,0.06951300,0.05634888,0.00015804,0.00113307,typical,0.35100381,0.20994505,0.18171111
V2E0139,locked_evaluation,336,92021139,277.18727817,0.28602798,0.11789223,0.09063687,0.59777557,0.85527459,26.89781403,0.54407152,1.34559376,0.07251780,0.07810966,0.00022131,0.00057054,hot_spell,0.37666485,0.21839967,0.20937010
V2E0140,locked_evaluation,336,92021140,258.76746358,0.27456088,0.10182636,0.08717212,0.45955675,0.82501735,12.54257659,0.53459720,0.88770763,0.03127169,0.01554956,0.00025289,0.00045543,hot_spell,0.36173300,0.18120768,0.19416975
V2E0141,locked_evaluation,336,92021141,295.51418793,0.27618862,0.10815396,0.08919598,0.46902507,0.92772247,18.99309603,0.50700693,0.85581721,-0.10784297,0.11522954,0.00029350,0.00064286,typical,0.36538460,0.18696643,0.19334870
V2E0142,locked_evaluation,336,92021142,330.65821419,0.29960531,0.11185752,0.09225064,0.77613021,0.88141202,27.89831102,0.46961482,1.33066841,-0.00492512,0.00909432,0.00009205,0.00100118,typical,0.39185595,0.25757425,0.20002667
V2E0143,locked_evaluation,336,92021143,329.72942628,0.26289911,0.14613726,0.10973212,0.48504283,0.92398688,15.18001823,0.59015305,0.77581645,0.06399628,0.10470715,0.00011502,0.00116583,variable_cloud,0.37263123,0.20277176,0.21504462
V2E0144,locked_evaluation,336,92021144,303.81584268,0.25670350,0.13801530,0.08831918,0.64997219,0.84495502,22.23652598,0.37366112,1.11445146,-0.07057926,0.07995684,0.00027903,0.00094164,variable_cloud,0.34502269,0.21515933,0.18236446
