scenario_id,split,horizon_hours,scenario_seed,root_depth_mm,field_capacity,wilting_point,saturation_margin_above_fc,initial_available_water_fraction,irrigation_efficiency,drainage_coefficient,et_stress_fraction_between_wp_fc,et_multiplier,forecast_bias_fraction,forecast_noise_std_fraction,process_noise_std,sensor_noise_std,et_profile,saturation,initial_theta,et_stress_start
V3E0134,locked_evaluation,336,102043134,312.40466718,0.26690922,0.13619229,0.09347777,0.35061923,0.87180473,10.01652606,0.36524031,0.91471064,-0.06776289,0.01899721,0.00011158,0.00069978,variable_cloud,0.36038699,0.18202416,0.18393538
V3E0135,locked_evaluation,336,102043135,270.74472328,0.28257501,0.13719705,0.08761147,0.48614548,0.76107264,22.67924357,0.55913542,0.89984234,-0.12098925,0.06940607,0.00025006,0.00110134,hot_spell,0.37018648,0.20787189,0.21848302
V3E0136,locked_evaluation,336,102043136,273.38509982,0.25651512,0.10826596,0.08330862,0.58426841,0.82105594,24.01931110,0.35335589,1.03706823,-0.07637675,0.12177953,0.00010307,0.00089424,variable_cloud,0.33982373,0.19488326,0.16065068
V3E0137,locked_evaluation,336,102043137,259.52552562,0.26975859,0.11090452,0.08124584,0.41123978,0.93017743,20.67264174,0.52076681,0.85621570,0.02930680,0.11018535,0.00026405,0.00071258,typical,0.35100442,0.17623163,0.19363045
V3E0138,locked_evaluation,336,102043138,298.89366536,0.30785203,0.11157960,0.08278247,0.56794543,0.83998559,19.61303153,0.43645851,1.02308383,0.17309675,0.03580541,0.00026199,0.00100989,typical,0.39063450,0.22305163,0.19724437
V3E0139,locked_evaluation,336,102043139,345.72628675,0.28997964,0.13243420,0.11454314,0.84439155,0.79808809,27.30514910,0.49211162,0.99635677,-0.16280616,0.14574554,0.00009042,0.00058173,variable_cloud,0.40452278,0.26546424,0.20996414
V3E0140,locked_evaluation,336,102043140,341.32584351,0.28940121,0.10046931,0.11411893,0.61848724,0.77976250,14.47743957,0.51886815,0.98731397,0.08244061,0.06270017,0.00017733,0.00033405,variable_cloud,0.40352014,0.21732128,0.19850006
V3E0141,locked_evaluation,336,102043141,262.19325184,0.25170578,0.10301375,0.11744088,0.54421776,0.94245500,27.63515202,0.37203556,1.05672840,0.08391329,0.12519041,0.00021351,0.00076948,typical,0.36914667,0.18393459,0.15833247
V3E0142,locked_evaluation,336,102043142,336.46302391,0.30695285,0.13222791,0.08064907,0.50997315,0.78847949,15.27287260,0.44777892,1.18525812,-0.10115894,0.09498961,0.00013271,0.00109857,hot_spell,0.38760192,0.22133294,0.21046605
V3E0143,locked_evaluation,336,102043143,261.02548020,0.29366462,0.13950449,0.08878612,0.44716412,0.81329992,22.45269279,0.42366548,0.96040886,-0.14262025,0.00686047,0.00012416,0.00083337,hot_spell,0.38245074,0.20843937,0.20481681
V3E0144,locked_evaluation,336,102043144,257.57699875,0.30486869,0.14180625,0.09158383,0.83808756,0.93614262,24.16797227,0.52479758,1.10794159,0.09497506,0.01156259,0.00013089,0.00038460,hot_spell,0.39645252,0.27846685,0.22738102
